,id,screen_name,astroturf,fake_follower,financial,other,overall,self_declared,spammer,english,universal
0,1361205318018097160,juyethk,0.1,5.0,3.4,5.0,5.0,2.7,1.1,1.0,1.0
0,119149807,trixychalupa,0.1,4.0,0.4,4.2,4.2,3.0,2.9,0.8339181685112829,0.8474634546636374
0,3411443662,Amberhi1tabide1,0.6,2.3,1.8,3.4,3.4,0.6,0.2,0.797075908158591,0.8148417533461276
0,800107017637502976,logan_trimmer,0.6,0.9,2.0,1.4,1.8,0.1,0.1,0.7892294694438972,0.7334998320027682
0,1525309195410624514,TaichoXKage,0.3,4.8,4.1,3.2,4.8,2.8,3.8,0.923535423667034,1.0
0,1649797885,_caciac,0.2,1.4,1.0,2.3,1.8,0.0,0.3,0.7907586934369296,0.5488888157824968
0,1525310804773310464,sleepyhead13579,0.6,3.4,3.4,4.5,4.5,3.1,2.3,0.8670116134145492,0.8288069415530707
0,466594646,SUKHWINDER79,0.2,1.6,0.4,1.8,1.6,0.1,1.0,0.779581525363529,0.7982287282125168
0,1029656843390513153,Zmullakhail,0.5,3.6,0.4,3.8,3.8,1.2,1.2,0.8054784364249085,0.8052176344738626
0,1525310316145528834,adnan_canada,0.1,5.0,2.9,4.9,5.0,3.0,3.5,1.0,1.0
0,1525232060083982340,TrishaA628,0.3,4.1,3.9,4.8,4.8,3.2,2.3,0.9077975241648624,0.8770755130328993
0,274661656,Suz2302,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.22631829961109876,0.23332432370635456
0,226774151,massaoekarina,0.0,3.6,0.4,2.3,3.6,0.6,2.7,0.7989890411370751,0.813043153461001
0,1525311110739800064,zi_viet,0.2,5.0,4.2,4.9,5.0,2.8,1.6,1.0,1.0
0,1461358581639307268,frankidee1,0.5,1.3,0.1,1.8,1.4,0.2,0.8,0.7611878625273879,0.7784494983408411
0,1455602296415571977,BPatient00,0.2,3.8,2.0,4.1,4.1,2.0,3.1,0.8240917140475522,0.8060512678410475
0,1514659675245285377,Dushyantt121,0.1,4.9,3.9,4.8,4.9,2.9,1.5,0.9352359637149603,1.0
0,1393291951395512322,naoacessepfv,0.6,3.9,4.6,4.0,4.6,2.9,2.8,0.8748575042966269,0.8421031637823202
0,1519574971269345280,cw38yl513,1.2,2.8,0.9,4.1,4.1,0.8,2.2,0.8199148539199458,0.8052176344738626
0,1180727197633404928,mintymen24,0.0,2.0,0.5,0.7,0.8,0.2,0.5,0.621687023966582,0.5742686032713971
0,1525309643710398466,cryptomodji,0.2,5.0,1.8,5.0,5.0,3.6,2.3,1.0,0.9338419498718862
0,1525311481096683520,vaz_eth,0.2,4.1,1.8,4.1,4.1,1.8,2.7,0.8199148539199458,0.8115094045580712
0,986327001492525058,sunny_seenu,0.8,1.0,0.7,3.1,3.1,0.0,0.6,0.796622208632847,0.8060512678410475
0,18241420,felipefariaff,0.4,0.3,0.0,2.0,1.2,0.0,0.2,0.7287106185584935,0.40673978557586005
0,1525310804102639616,Anikesh216b,0.1,4.5,2.8,5.0,5.0,3.2,1.9,0.9373635156266058,0.8252572897541253
0,4910690211,JakeVaranelli,0.0,0.6,0.0,0.2,0.4,0.0,0.2,0.4197222421546159,0.5222398722127631
0,202547820,kumar_211079,0.2,1.9,0.2,2.6,1.4,0.1,0.6,0.7668769621923945,0.7865642668428161
0,1174892851852800006,t9JmvN3dl7wHq2m,0.0,4.8,0.9,4.0,4.8,2.8,2.7,0.9158377984126878,0.8885263643630983
0,2836422097,wayy991522,0.2,3.8,1.4,3.6,3.8,2.2,2.2,0.8036706514015852,0.8115094045580712
0,1100754861237460992,ShamsJatoi07PTI,0.1,1.4,0.2,2.7,1.8,0.0,0.2,0.7892294694438972,0.2603678379426137
0,2288074112,gary_seven0114,0.1,3.6,0.6,4.1,4.1,0.6,2.9,0.8199148539199458,0.8060512678410475
0,1426662273138008064,lumatrading_bb,0.2,2.8,0.8,2.2,1.9,0.7,1.1,0.793087009461318,0.8052478284119403
0,1365327294,dposey92062,0.2,0.3,0.2,0.6,0.4,0.0,0.0,0.4197222421546159,0.0
0,1525310851128885249,bajiunihongyud2,0.2,5.0,4.2,4.7,5.0,2.8,2.6,0.9373635156266058,1.0
0,1036992186158600192,Cle7ton,0.0,1.6,0.8,2.3,1.7,0.0,0.8,0.7874002196908744,0.31739450135566455
0,186454704,zero1sum,0.3,2.8,0.1,1.0,1.0,0.0,0.8,0.6915799517497913,0.7865642668428161
0,1270404931208560641,aliensemble,0.2,0.3,0.1,0.2,0.2,0.0,0.1,0.30618807248975083,0.43650814830094437
0,1525309867854004227,urmom358,0.2,4.8,3.4,4.8,4.8,3.0,1.9,0.9158377984126878,0.9197876419218655
0,1361533995356479488,tazepaperstar,0.0,2.8,0.2,1.8,1.8,0.7,0.8,0.7907586934369296,0.8052478284119403
0,1272338176355430402,yoo_yesyoo,0.2,1.2,0.4,0.4,1.2,0.0,0.2,0.7287106185584935,0.7527121552274618
0,265320525,raghuramarao,0.3,4.4,0.8,3.2,4.4,3.2,2.4,0.8457543526336647,0.9338419498718862
0,1489871896309297154,mgmt_84,0.3,3.1,0.5,3.6,3.6,1.2,1.8,0.7998362042473794,0.8115094045580712
0,210612862,_xovalencia,0.4,0.8,0.7,1.4,0.8,0.6,0.5,0.6414184221423734,0.5982419966968565
0,127074246,EduardoKast,0.2,0.4,0.0,1.7,0.9,0.0,0.0,0.659646495284545,0.6608500314332488
0,1525309054343532544,Enginee89804305,0.2,5.0,3.6,4.8,5.0,1.9,1.2,1.0,1.0
0,1321301646685687808,Rexityz,0.0,1.6,0.2,2.0,2.2,0.2,0.8,0.7966467093695401,0.8023863559365568
0,1525311524856004610,YoungHe69Art,0.6,3.5,3.3,4.3,4.3,3.1,2.0,0.8395863545645614,0.8060512678410475
0,1525309875101786114,EllyKasera,0.4,4.1,2.2,4.4,4.4,3.4,2.9,0.8457543526336647,0.8474634546636374
0,319581658,azarrock,0.4,2.6,1.6,2.8,2.8,2.4,1.8,0.7969945574902298,0.8053088638387352
0,1525311222748520448,Brownkyl1,0.3,4.9,4.1,4.8,4.9,2.6,3.4,0.9307543294922915,1.0
0,3461009488,raliraguillen1,2.2,0.7,0.0,2.3,0.9,0.0,0.1,0.659646495284545,0.37678996390568303
0,427005266,codyluns4,0.4,2.3,1.4,2.9,2.9,0.8,1.7,0.7967905786038864,0.8050029368890766
0,1525311277941522437,Prab795313571,0.3,4.4,4.2,4.1,4.4,3.2,2.2,0.8524047631581662,0.904303821618659
0,1088408619324862472,discruse,0.0,2.4,0.2,2.1,1.2,0.0,0.8,0.7384783166429812,0.8035432096295109
0,1525311564865318913,A98094779,0.2,3.2,1.2,4.6,4.6,3.0,1.2,0.8912318555080615,0.8680319236279049
0,1384964821355962368,JMoester,0.6,4.0,3.0,3.9,4.0,2.9,2.2,0.8114570053722964,0.8327856038833207
0,774194661623754752,Anil00268401,0.7,4.0,2.0,2.3,4.0,2.6,2.2,0.812935016236137,0.8288069415530707
0,3190939652,ciacoco25,1.0,1.0,0.3,3.8,3.8,0.2,0.2,0.8021481695167405,0.3469210182245441
0,1525310769054859264,MornaguiSonia,0.0,4.8,2.2,5.0,5.0,4.0,1.2,0.9373635156266058,0.8885263643630983
0,1465545505425952770,NuzhanL,0.1,5.0,2.3,5.0,5.0,2.9,0.3,1.0,1.0
0,1525310952559857665,_yobd,0.3,3.2,0.8,4.7,4.7,3.9,2.2,0.8995513244218455,0.82211302959919
0,1457944572957319170,PaulMichaelDur1,0.6,3.4,2.3,3.8,3.8,3.2,2.0,0.8036706514015852,0.8064216072785402
0,82786853,patysnchez,0.2,0.2,0.4,0.4,0.3,0.0,0.0,0.36264564124632276,0.28846389695411967
0,1299040632229556224,CarlosE47998500,1.2,1.8,0.0,3.2,3.2,0.2,0.0,0.7966368747455678,0.8006881983123656
0,1057363081691611138,nicke_5,0.4,2.5,2.3,3.9,3.9,0.2,1.0,0.8076035454448582,0.8102129289660348
0,1274804225042759686,WMiwayise,0.7,1.6,0.4,1.2,1.6,0.0,0.8,0.7826357858330618,0.6608500314332488
0,1525309132479246338,KushyChan,0.1,5.0,2.0,5.0,5.0,2.9,1.6,1.0,1.0
0,1524693949868232704,eskapsudahlelah,0.2,3.6,1.0,4.0,4.5,4.5,3.3,0.8670116134145492,0.8963872382550993
0,1525310570672533507,DeepakY28786298,0.2,3.6,3.8,4.8,4.8,2.4,0.9,0.923535423667034,1.0
0,1397210588,SavuthSao,0.1,4.2,3.8,5.0,5.0,2.9,0.3,0.9373635156266058,1.0
0,1492521397821882375,Albertosbean,0.0,4.6,0.7,4.2,4.6,3.8,4.5,0.8748575042966269,0.9121502174127201
0,1389573660755709952,Sinyo_raharjo,0.2,4.4,0.2,4.8,4.8,4.8,4.6,0.923535423667034,0.9197876419218655
0,1198054726119673857,_SeBaX777,0.4,2.6,0.3,2.6,2.6,0.1,1.0,0.7971665256798767,0.7947108099739177
0,937489601438068737,EfraSarm,0.2,4.1,0.8,4.0,4.1,2.6,3.7,0.816204310368583,0.813043153461001
0,1522278469064876035,FernandoLibrer9,0.2,4.4,1.7,4.4,4.4,4.2,4.2,0.8595061719862279,0.9121502174127201
0,1116856792124813314,NahidGhani,1.2,0.6,0.0,2.4,1.8,0.0,0.0,0.7907586934369296,0.7334998320027682
0,1496669979948687362,BajaoGie,0.2,4.3,2.0,3.9,4.3,3.2,2.9,0.8395863545645614,0.859576255252869
0,896783840844402688,Mannan628,0.1,4.7,2.7,5.0,5.0,2.9,2.1,0.9373635156266058,0.8808312676897403
0,127444307,VENOMII,0.8,1.8,0.7,1.6,1.2,0.1,0.6,0.7287106185584935,0.7219510972984345
0,973523714,shubham130698,0.0,1.8,0.3,2.0,1.6,0.0,0.6,0.7826357858330618,0.5742686032713971
0,813437527,Badmotherfunner,0.0,2.7,1.8,2.5,2.7,0.2,1.6,0.7971037475964349,0.8055586579935085
0,1525306867014156289,24Fegay,0.1,4.9,1.5,5.0,5.0,3.6,3.5,1.0,0.859576255252869
0,1513982664856195077,Dahl347489521,0.6,4.1,2.8,4.6,4.6,3.6,1.9,0.8748575042966269,0.8532920387559139
0,169122245,HectorYgonet,1.2,0.2,0.0,2.7,1.2,0.0,0.0,0.7384783166429812,0.6207049850511144
0,1525311299345084417,yapi58068765,0.3,4.5,3.2,5.0,5.0,3.4,2.2,0.9373635156266058,0.8733944954488508
0,1519336036085776385,BoudinotJohn,1.0,1.2,0.1,0.9,2.0,0.0,0.6,0.7939576449836836,0.7947108099739177
0,1411687454,duffield_wes_,1.2,1.6,1.8,3.4,3.4,0.3,0.1,0.7968624754031172,0.8052109974132647
0,1082921064,Mshari9488,0.3,2.4,0.3,4.0,4.0,0.2,1.4,0.812935016236137,0.8039704121290502
0,1525233751005007877,BernauguyGeba,0.2,4.7,3.0,3.2,4.7,2.6,1.8,0.8940052696455315,0.9270685798190942
0,1467105778066604039,Michaelmanaba11,0.2,4.4,1.3,2.8,4.4,1.4,3.6,0.8457543526336647,0.8082278383974655
0,1016018138096394240,kuzer099,0.4,1.0,0.1,0.6,0.4,0.0,0.2,0.4197222421546159,0.40673978557586005
0,1525310940396236801,LIVEStr69182660,0.5,3.8,2.3,4.9,4.9,3.0,2.8,0.9307543294922915,0.8733944954488508
0,1109328702549180416,EjazAmin5,0.5,1.6,1.4,2.8,2.8,0.2,0.6,0.7969290189014606,0.8006881983123656
0,800915060902203393,Aldozeeu,0.4,1.0,0.3,1.8,1.0,0.2,0.6,0.7053377817049258,0.7527121552274618
0,1492485649705934849,Alnori24544649,0.4,2.9,0.4,3.6,3.6,0.4,1.5,0.7998362042473794,0.792436790569533
0,518994581,MrMozartPicasso,0.0,1.4,0.2,1.6,1.0,0.0,0.4,0.6763619064808265,0.5222398722127631
0,3858291492,aroradhananjay1,0.1,5.0,2.6,4.4,5.0,3.1,3.6,0.9373635156266058,0.9338419498718862
0,1302476108449767425,Gurjeen1,0.4,3.5,1.0,3.5,3.5,2.6,3.2,0.797782173166965,0.82211302959919
0,1525310140986994688,milkman_cali,0.4,4.7,2.8,4.4,4.7,3.5,4.1,0.8995513244218455,0.9270685798190942
0,1525311371419734016,NhiAn92614467,0.6,4.6,4.0,4.6,4.6,3.1,2.9,0.8912318555080615,0.9270685798190942
0,1525311247004336128,xiaoyou34693021,0.2,4.0,1.1,4.6,4.6,3.8,1.8,0.8912318555080615,0.8474634546636374
0,1525311220911329280,senonymo,0.2,5.0,3.9,4.5,5.0,2.8,2.7,0.9373635156266058,1.0
0,418181717,L__A_U_R_A,0.4,1.4,0.6,1.6,1.4,0.2,0.2,0.7717813288270262,0.4658392474232361
0,42503663,dixidiamond,0.2,1.0,0.2,0.5,0.3,0.0,0.1,0.36264564124632276,0.37678996390568303
0,1462048845513342978,Gagande85621483,0.2,3.7,0.6,3.1,3.7,2.4,2.6,0.8008799175144752,0.8252572897541253
0,1511939816274817026,imethansimpson,0.3,3.8,0.6,3.6,3.8,3.6,2.5,0.8036706514015852,0.8372129323854712
0,1274563000783958017,Maheshtweets09,1.0,0.8,0.3,2.7,1.6,0.1,0.1,0.7826357858330618,0.7219510972984345
0,1259987056903753730,oginyo1,0.1,4.8,1.8,4.1,4.8,2.3,3.6,0.9158377984126878,0.904303821618659
0,1525310118836858884,LostCommonsens1,0.2,4.1,0.5,3.8,4.1,3.8,2.9,0.8199148539199458,0.8963872382550993
0,1525307316282839042,YSushchik,0.2,5.0,1.9,4.8,5.0,2.5,3.5,1.0,1.0
0,41337991,tabreznawaz,0.0,4.6,0.8,3.8,4.6,2.7,3.9,0.8829632678129363,0.8327856038833207
0,1525245742461472768,Guille12216_,0.4,4.6,2.7,4.6,4.6,1.2,3.4,0.8912318555080615,0.904303821618659
0,501401404,DonnaWatkins4,2.2,2.0,0.8,2.2,1.0,0.0,0.2,0.6915799517497913,0.7733457112766196
0,139219292,olivergrovas,0.0,0.9,0.2,1.8,1.3,0.0,0.6,0.7546218700467833,0.28846389695411967
0,1525310782862393345,marcelomaitelli,1.2,2.9,1.7,3.4,3.4,1.5,1.2,0.7973765977480777,0.8055586579935085
0,1431064990233026566,Marco_dta,0.2,4.2,4.1,4.4,4.4,2.6,0.9,0.8595061719862279,0.8963872382550993
0,949143548271579139,nec3833,0.6,3.4,2.5,4.1,4.1,2.8,2.0,0.816204310368583,0.82211302959919
0,1423544169042104320,randomt23974391,0.7,3.8,3.2,5.0,5.0,2.8,3.1,0.9373635156266058,0.8584981560406587
0,1679057114,BravoCron,0.7,3.8,1.4,3.3,3.8,0.1,1.5,0.8054784364249085,0.8053088638387352
0,824162525579186176,ErManikandan10,0.2,4.3,4.2,4.6,4.6,2.7,0.9,0.8912318555080615,0.904303821618659
0,1436760756536684547,Shaneke15000182,0.2,4.8,2.2,5.0,5.0,3.4,3.0,0.9373635156266058,1.0
0,1399574064793071618,josetokid,0.0,4.0,2.7,2.4,4.0,0.0,3.2,0.812935016236137,0.8474634546636374
0,1525310061328928770,SamarliYousef,0.2,4.7,3.4,5.0,5.0,2.9,1.3,0.9373635156266058,0.9270685798190942
0,1063716204643303424,SimarGilles,0.1,3.5,1.6,2.7,3.5,0.0,2.2,0.797782173166965,0.8064216072785402
0,1525310598971539457,LupitaL11839767,0.2,5.0,2.5,5.0,5.0,3.4,3.8,0.9373635156266058,0.9270685798190942
0,1525310164542300161,JoanesKalokola,0.3,5.0,1.8,4.6,5.0,3.7,4.2,0.9373635156266058,0.9270685798190942
0,1382568130204024837,SagarMi01671645,0.9,4.4,3.4,4.3,4.4,2.9,3.6,0.8595061719862279,0.9121502174127201
0,480521415,JeremyVides1,0.4,0.4,0.0,0.6,0.6,0.0,0.2,0.5027122940873614,0.3469210182245441
0,1488000995544088578,sp_sons,0.3,4.6,1.4,3.8,4.6,2.8,3.5,0.8748575042966269,0.8733944954488508
0,1511727792798404612,NethminaMadumal,0.1,4.8,3.4,4.8,4.8,3.1,2.5,0.923535423667034,0.9338419498718862
0,2558067326,ulvayaomil,0.2,1.0,0.4,2.6,2.1,0.0,1.1,0.795728227940139,0.7828265255249504
0,461141967,SkyvaSky,0.5,0.6,0.0,1.3,0.5,0.0,0.0,0.4756769663222349,0.6608500314332488
0,1258388369270325248,RahulKu22915773,0.4,2.6,0.9,2.3,2.6,0.7,1.4,0.7971665256798767,0.8043181589918191
0,1525311029504225280,Theone61120490,0.2,4.6,2.3,5.0,5.0,4.0,3.8,1.0,0.8808312676897403
0,1463855805808058372,youi_huss,0.0,4.6,0.6,4.4,4.6,3.4,2.9,0.8829632678129363,0.9197876419218655
0,1525308387730132992,Kwanthapanan,0.1,5.0,2.2,5.0,5.0,3.6,1.8,1.0,1.0
0,962257824964317184,msameerbm,0.2,1.5,0.3,1.2,0.9,0.0,0.8,0.659646495284545,0.6207049850511144
0,979989707747741696,Zokkah_,0.3,5.0,4.0,4.8,5.0,2.3,2.1,0.9373635156266058,1.0
0,1267315560204759040,tekuteku0601,0.2,1.8,0.4,4.5,4.5,0.5,1.4,0.8670116134145492,0.6945161422354588
0,1333136497344540672,sidsarkarr,0.0,1.4,0.2,0.6,0.8,0.0,0.4,0.621687023966582,0.49449072748283696
0,1454066853693706243,ClaudeManzanar2,0.0,4.9,2.6,5.0,5.0,2.9,1.5,1.0,1.0
0,1104274747301466112,JSebisaho,1.0,0.4,0.0,2.6,0.9,0.1,0.0,0.659646495284545,0.5982419966968565
0,1524547432608145409,britosamueltt,0.3,4.6,2.7,4.3,4.6,2.9,2.3,0.8775350147366295,0.9270685798190942
0,3159621633,2021_thalaivar,1.3,2.8,1.4,3.6,3.6,0.0,0.4,0.7983123643488195,0.8006881983123656
0,1292894833355489280,AlvaroPM507,0.6,0.6,0.0,1.6,1.0,0.0,0.2,0.6763619064808265,0.37678996390568303
0,787777813,luisantoniomun2,0.1,3.4,0.6,3.0,3.4,0.2,2.5,0.797075908158591,0.8052478284119403
0,1300922841836261376,HHUOQYI,0.1,0.6,0.2,0.3,1.2,0.0,0.1,0.7287106185584935,0.49449072748283696
0,1145445473785790465,Jaredmo54188058,0.2,4.8,1.8,5.0,5.0,3.4,2.5,0.9373635156266058,0.9197876419218655
0,1525310478695931904,Gulrokh2,0.6,4.4,0.9,4.6,4.6,3.4,2.2,0.8748575042966269,0.8963872382550993
0,1525310471972171776,aaronmc29928142,0.8,4.0,2.5,2.2,4.0,1.6,3.6,0.812935016236137,0.8327856038833207
0,1450809460167827458,Rio30801040,0.3,2.2,0.5,2.6,2.4,0.6,1.6,0.7970609972920484,0.8043181589918191
0,1435034329353179140,AkashVe82466533,0.3,4.1,1.4,3.2,4.4,3.0,4.4,0.8524047631581662,0.904303821618659
0,1447769502876254209,tim3xahi,0.3,2.8,0.6,3.5,3.5,0.2,1.7,0.797782173166965,0.8052109974132647
0,1109795035065798657,WhiteRangerMode,0.5,1.8,0.3,2.8,2.8,1.6,1.7,0.7969945574902298,0.7982287282125168
0,1468363024495169539,TheRealMrSports,1.0,1.2,0.0,0.6,2.1,0.1,0.8,0.795728227940139,0.8030212452554465
0,1337821658812272640,SonalAbdar,0.1,4.5,2.0,4.9,4.9,3.4,3.4,0.9307543294922915,0.8992602564775524
0,1257852535789912064,Angieb229,0.4,3.5,1.1,3.4,3.5,2.9,2.2,0.797782173166965,0.8327856038833207
0,1290539999402786818,roddylima1,0.1,0.4,0.0,1.5,0.6,0.0,0.2,0.5288664776112156,0.40673978557586005
0,1523486259649384448,Ester20879581,0.6,4.8,4.2,4.0,4.8,2.9,3.2,0.9158377984126878,1.0
0,391522291,mamdoo7_,0.2,3.7,2.3,4.4,4.4,1.7,1.7,0.8457543526336647,0.8052109974132647
0,1525302141413470214,ccbizfunding,0.8,3.8,1.8,3.6,4.5,3.8,4.5,0.8670116134145492,0.8662905376040458
0,2771205059,a277ebedf00e404,0.2,3.2,0.6,2.8,3.2,0.1,2.0,0.7965971518887632,0.8252572897541253
0,1298670850955042816,lam65287520,0.3,4.0,0.2,3.4,4.0,3.7,1.7,0.8100783815308749,0.9197876419218655
0,1525310745831157760,kqy4hmuiuuxlzv,0.1,5.0,2.3,5.0,5.0,2.9,0.4,1.0,1.0
0,202253505,lionrocky,0.4,0.6,0.6,2.7,1.5,0.0,0.2,0.7759887465100499,0.2603678379426137
0,1321864389855772673,Mohammed_7746,0.2,3.6,1.4,4.5,4.5,2.9,1.2,0.8670116134145492,0.8060512678410475
0,1025135236257075200,JaliloZidane,0.2,4.8,2.5,4.8,4.8,3.2,3.3,0.923535423667034,1.0
0,1525305201741160448,ilyasse_bouazza,0.1,5.0,2.3,5.0,5.0,3.1,1.6,1.0,1.0
0,2888919882,peeinhissoup,0.6,3.1,4.5,4.0,4.5,2.9,1.5,0.8670116134145492,0.859576255252869
0,1525310466171740160,AisyahN77320976,0.2,5.0,2.6,4.7,5.0,2.8,2.2,1.0,1.0
0,1525308665229885440,naheeree,0.1,5.0,2.3,5.0,5.0,3.1,1.6,1.0,1.0
0,102781363,Katsu1018,0.4,3.7,1.4,3.3,3.7,0.8,2.3,0.8008799175144752,0.8054092120440788
0,1525310780198883328,agreat61078761,0.7,3.0,3.3,4.0,4.0,3.2,2.2,0.812935016236137,0.8074910771589409
0,313978433,yashlilavanti,0.1,3.1,1.2,4.0,4.0,1.0,3.0,0.812935016236137,0.8052746490850863
0,1504098362903064576,KishorKoirala18,0.1,4.2,3.7,5.0,5.0,3.0,0.6,0.9373635156266058,1.0
0,1469892450202226690,AbidKha59011634,0.2,4.8,4.0,4.6,4.8,2.6,2.4,0.9131889954659044,1.0
0,895254155773739009,Odracir190470,0.4,4.6,3.8,4.1,4.6,3.2,2.6,0.8748575042966269,0.8733944954488508
0,1525310432172339200,Avirals47505415,0.3,4.9,2.0,4.9,4.9,3.6,2.4,0.9307543294922915,0.9338419498718862
0,1525302998049562624,apanii786,0.4,4.1,0.4,3.0,4.1,0.9,3.4,0.816204310368583,0.8115094045580712
0,1465888622494859269,MishraHm7157839,0.3,4.4,2.4,3.6,4.4,2.2,2.9,0.8547237751328273,0.859576255252869
0,1136742341614739463,BrankaJankovic5,0.4,4.5,1.8,4.0,4.5,3.2,3.2,0.8670116134145492,0.8808312676897403
0,1172091169,gundamrahul,0.2,3.3,0.7,2.9,3.3,3.2,2.2,0.7967206940193189,0.8885263643630983
0,1353163370661294080,jstacey1406,0.2,3.5,3.4,3.4,3.5,1.9,2.3,0.797782173166965,0.8115094045580712
0,1423378842274705409,21111_sameh,0.2,2.6,0.2,1.4,2.6,0.0,1.0,0.7971665256798767,0.8030212452554465
0,23310104,mthomp0725,0.6,1.9,0.2,2.8,0.8,1.8,0.6,0.621687023966582,0.8052746490850863
0,1445708613557764097,R9Davids,0.8,1.2,0.2,2.3,1.8,0.0,1.0,0.7892294694438972,0.799570188835745
0,1459641534480060416,of_hopkins,0.6,0.7,0.1,1.3,1.1,0.4,0.8,0.7176911080698488,0.792436790569533
0,3283477111,uo6OjHB6wnilSvI,0.4,3.1,1.3,3.8,3.8,0.4,1.4,0.8054784364249085,0.8053088638387352
0,1525306841021956096,TrustyScammer,1.0,3.8,1.4,3.2,3.8,3.6,2.7,0.8036706514015852,0.82211302959919
0,2392833027,gururajky,0.3,0.2,0.2,0.6,1.0,0.0,0.0,0.6763619064808265,0.31739450135566455
0,1525310661739307009,MikeVanRyan,0.2,4.9,2.8,3.9,4.9,2.8,1.6,0.9307543294922915,0.9197876419218655
0,1422452886437433347,Anu37954966,0.4,1.2,0.0,0.4,1.5,0.0,0.4,0.7759887465100499,0.760577756485164
0,1525310478159081473,SumoKate1,0.4,3.8,3.1,4.2,4.2,2.7,2.0,0.8339181685112829,0.8327856038833207
0,1525309393872556033,ZinenkoMaksim,0.1,2.8,3.8,5.0,5.0,2.8,0.6,0.9373635156266058,1.0
0,1457590992303964164,OGBruhGurl,0.6,4.1,2.6,3.0,4.1,2.2,2.6,0.8199148539199458,0.8532920387559139
0,1387936799805243400,GobindaSonari,0.8,3.8,1.4,3.2,3.8,3.7,2.7,0.8021481695167405,0.8662905376040458
0,1525309794625519616,DPr97328827,0.3,4.8,3.8,4.6,4.8,2.7,2.9,0.923535423667034,0.8885263643630983
0,1525310354837934081,RicoSuave254,0.6,3.4,2.2,3.2,3.4,3.1,3.0,0.797075908158591,0.8115094045580712
0,919841338790694912,RakanMn1,0.6,4.0,3.1,4.0,4.0,3.2,2.8,0.812935016236137,0.859576255252869
0,1525309810123628549,TimiSly,0.0,4.4,3.1,5.0,5.0,3.6,2.1,0.9373635156266058,0.8657154687199838
0,1524063939293757440,khalimo77853776,0.6,2.3,0.6,2.8,3.2,3.2,1.6,0.7966368747455678,0.8055586579935085
0,1525310181575655424,xiyu022,0.8,4.1,2.0,3.9,4.1,3.5,2.7,0.8240917140475522,0.8252572897541253
0,398788281,lukeross7,0.0,0.9,0.0,0.1,0.4,0.0,0.3,0.4197222421546159,0.5742686032713971
0,1488081053252304896,ahmdrsh58899146,0.1,5.0,2.3,5.0,5.0,3.1,1.6,1.0,1.0
0,1525309583417147392,KnoxHBurns,0.4,4.1,2.0,3.6,4.1,3.5,2.6,0.8240917140475522,0.8662905376040458
0,898844795560501248,RAnAHusnainAk12,0.2,1.2,0.5,2.3,1.0,0.0,0.4,0.6915799517497913,0.43650814830094437
0,1525310568399261698,Liighter1,0.4,3.9,4.4,4.1,4.4,2.5,1.4,0.8524047631581662,0.859576255252869
0,1350058073881120769,pOd7gEhb5VFQWJx,0.2,4.1,4.0,4.2,4.2,3.0,3.4,0.8339181685112829,0.8421031637823202
0,1286866282562936832,Frances71052527,0.1,2.8,3.8,5.0,5.0,2.8,0.6,0.9373635156266058,1.0
0,42678865,FLA1024_,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.22631829961109876,0.2603678379426137
0,1092243480011714560,bom_singh,0.2,0.9,0.4,0.4,1.0,0.0,0.2,0.6763619064808265,0.5222398722127631
0,1455886372510650372,bby_lamar,1.0,2.3,0.2,3.6,3.6,1.5,1.2,0.7989890411370751,0.8091273704655436
0,785813560848883712,karipeddisubha1,0.4,4.3,1.8,2.8,4.3,2.6,2.8,0.8395863545645614,0.8474634546636374
0,1281831333380141057,Jaider0621,0.3,3.4,1.0,3.2,3.4,1.0,1.8,0.7973765977480777,0.8052746490850863
0,1096649009895260160,yogionabeanbag,0.3,2.9,0.8,2.6,1.8,2.5,0.4,0.7892294694438972,0.801617083559931
0,506876458,JasonSturkie,1.0,0.2,0.2,0.2,0.1,0.0,0.0,0.2520419704315795,0.2603678379426137
0,1277289762840330241,SANTANA9INEE,0.4,0.2,0.0,0.2,0.2,0.1,0.0,0.30618807248975083,0.37678996390568303
0,327830445,TejasJadhav1991,0.2,0.4,0.4,0.9,0.7,0.0,0.0,0.5778862084370772,0.37678996390568303
0,1525309993435766784,Yokaa892762611,0.2,4.3,2.6,4.9,4.9,2.8,0.4,0.9307543294922915,1.0
0,3325888507,bramanshh,0.4,3.8,1.8,4.0,4.0,0.0,1.8,0.8100783815308749,0.8053429027352532
0,188859983,Olaff111,1.6,2.4,0.7,3.8,3.8,0.2,0.7,0.8021481695167405,0.8053088638387352
0,1209901782933102599,elhadad77777,0.9,1.4,0.2,3.4,3.4,0.2,0.1,0.7973765977480777,0.7828265255249504
0,956929642446848000,JeffKash2,0.3,1.6,0.6,3.4,3.4,0.0,0.8,0.797075908158591,0.7674214324358889
0,1502554686850990081,amrendr4236,0.2,4.4,4.1,4.8,4.8,2.4,2.6,0.9158377984126878,0.9197876419218655
0,1525310354049404928,YulihanaDiaz,0.1,4.5,1.4,4.8,4.8,3.4,1.0,0.9158377984126878,0.8837551691042523
0,1435725753316937729,Hugodjw1,0.5,4.6,0.6,4.1,4.6,3.4,2.8,0.8829632678129363,0.8372129323854712
0,28939124,Troydan,0.0,1.0,0.0,2.9,1.2,2.4,0.0,0.7470839770895665,0.8053088638387352
